taxonID,relatedTaxonID,relatedTaxonScientificName,type,referenceID,remarks
S493140020,,Telenomus sp. ,has parasite,9957,
S493140020,,"Tropobracon triangularis (Szépligeti, 1911)",has parasite,9958,
S493140020,,Undefined Grasses ,has host,3024,
S493140020,,Zea mays L.,has host,3112,
S493140020,,Zea mays L.,has host,9957,
S493250030,,Saccharum sp. ,has host,3364,
S493250100,,Daucus carota L.,has host,7126,
S493270010,,Saccharum officinarum L.,has host,1285,
S493270010,,Zea mays L.,has host,1285,
S493298010,,Rottboellia cochinchinensis (Lour.) Clayton,has host,10489,
S493298010,,Sorghum bicolor subsp. verticilliflorum (Steud.) de Wet ex Wiersema & J.Dahlb.,has host,10489,
S493300020,,Setaria megaphylla (Steud.) T. Duran & Schinz,has host,10489,
S493510010,,Alnus sp. ,has host,3024,
S493510010,,Quercus sp. ,has host,3024,
S493510020,,Citrus sp. ,has host,3024,
S493510020,,Coffea arabica L.,has host,7505,
S493510020,,Coffea sp. ,has host,3024,
S493510020,,Daphne gnidium L.,has host,3510,
S493510020,,Ficus sp. ,has host,3024,
S493510020,,Gossypium sp. ,has host,3024,
S493510020,,Khaya senegalensis (Desr.) A. Juss.,has host,1923,
S493510020,,Psidium sp. ,has host,3024,
S493510020,,Ricinus communis L.,has host,3024,
S493510020,,Sorghum caffrorum ,has host,3024,
S493510020,,Vanilla planifolia Andr.,has host,3024,
S494020100,,Ziziphus spinachristi L.,has host,585,
S494140010,,Cassia grandis L.f.,has host,7897,
S494140010,,Pistacia vera ,has host,6968,
S494140010,,Undefined polyphagous ,has host,6968,
S494190210,,Artemisia campestris L.,has host,2467,
S494190210,,Globularia sp. ,has host,2467,
S494190210,,Sedum acre L.,has host,2467,
S494190290,,Salvia aegyptiaca ,has host,1285,
S494190480,,Halogeton sativus (L.) Moq.,has host,5948,
S494190660,,Suaeda maritima (L.) Dumort.,has host,2467,
S494190980,,Eryngium maritimum L.,has host,8201,
S494191010,,Limoniastrum guyonianum Con.,has host,2467,
S494191010,,Statice pruinosa L.,has host,9424,
S494240010,,Piper nigrum L.,has host,7877,
S494250060,,Avicennia sp. ,has host,8194,
S494320020,,Spirostachys africana Sond.,has host,4069,
S494345080,,Ximenia caffra Sond.,has host,2773,
S494390010,,Opuntia ficus-indica (L.) Mill.,has host,3547,
S494390010,,Opuntia ficus-indica (L.) Mill.,has host,8234,
S494390010,,Opuntia sp. ,has host,1515,
S494390010,,Opuntia sp. ,has host,10384,
S494390010,,Opuntia tuna (L.) Mill.,has host,8234,
S494400010,,"Phoenix dactylifera L., 1753",has host,5948,
S494400010,,Undefined Decaying vegetable matter ,has host,2467,
S494400030,,"Bracon brevicornis Wesmael, 1838",has parasite,4594,
S494400030,,"Bracon hebetor (Say, 1836)",has parasite,4594,
S494400030,,"Crotalaria tanety Du Puy, Labat & H. E. Ireland",has host,1211,
S494400030,,"Goniozus gallicola Kieffer, 1905",has parasite,4594,
S494400030,,Oryza sativa L.,has host,8233,
S494400030,,Rhododendron simsii Planch.,has host,8233,
S494400030,,Theobroma cacao L.,has host,4594,
S494400030,,"Trichogramma minutum Riley, 1871",has parasite,4594,
S494400030,,"Undefined Stored products (grain, rice...) ",has host,5078,
S494400030,,"Venturia canescens (Gravenhorst, 1829)",has parasite,4594,
S494400050,,"Undefined Stored products (grain, rice...) ",has host,2459,
S494400050,,"Venturia canescens (Gravenhorst, 1829)",has parasite,6058,
S494460010,,Entandrophragma angolense (Welw.) C. DC.,has host,3254,
S494460010,,Entandrophragma candollei Harms,has host,3254,
S494460010,,Entandrophragma cylindricum Sprague,has host,3254,
S494460010,,Entandrophragma utile (Dawe & Sprague) Sprague,has host,3254,
S494460010,,Khaya grandifoliola C. DC.,has host,3255,
S494460010,,Khaya ivorensis A. Chev.,has host,3255,
S494460010,,Khaya senegalensis (Desr.) A. Juss.,has host,3254,
S494460010,,Khaya senegalensis (Desr.) A. Juss.,has host,3255,
S494460010,,Lovoa trichilioides Harms,has host,3254,
S494460010,,Pseudocedrela kotschyi (Schweinf.) Harms,has host,3254,
S494490010,,Acacia farnesiana Willd.,has host,5948,
S494490010,,Acacia horrida (L.) Willd.,has host,2878,
S494490010,,Rhus oxyacantha L.,has host,4104,
S494490010,,Senegalia sp. ,has host,10384,
S494490010,,Sesamum indicum L.,has host,79,
S494490010,,Vachellia nilotica (L.) P.J.H. Hurter & Mahb.,has host,1285,
S494490010,,Vachellia sp. ,has host,10384,
S494490010,,Vachellia tortilis (Forssk.) Galasso & Banfi,has host,2878,
S494500010,,Vachellia tortilis (Forssk.) Galasso & Banfi,has host,2878,
S494550010,,Anonidium mannii (D. Oliver) Engler & Diels,has host,7,
S494585010,,Euphorbia sp. ,has host,5948,
S494650020,,Ceratonia siliqua L.,has host,2093,
S494650020,,Citrus sp. ,has host,3024,
S494650020,,Citrus sp. ,has host,6968,
S494650020,,Englerophytum magalismontanum (Sond.) T. D. Penn.,has host,6968,
S494650020,,Ficus carica L.,has host,3024,
S494650020,,Macadamia integrifolia Maiden & Betche,has host,3024,
S494650020,,"Phanerotoma leucobasis Kriechbaumer, 1894",has parasite,6968,
S494650020,,"Phoenix dactylifera L., 1753",has host,3024,
S494650020,,Pistacia vera ,has host,3024,
S494650020,,Punica granatum L.,has host,3024,
S494650020,,Punica granatum L.,has host,6968,
S494650020,,Vachellia karroo (Hayne) Banfi & Galasso,has host,6968,
S494650020,,Vachellia nilotica (L.) P.J.H. Hurter & Mahb.,has host,3024,
S494650020,,"Venturia canescens (Gravenhorst, 1829)",has parasite,6058,
S494650020,,Ximenia caffra Sond.,has host,6968,
S494670030,,Cynodon sp. ,has host,6968,
S494670030,,Undefined Grasses ,has host,6968,
S494670060,,Vachellia nilotica subsp. tomentosa (Benth.) Kyal. & Boatwr.,has host,88,
S494690010,,Spirostachys africana Sond.,has host,7765,
S494710010,,"Venturia canescens (Gravenhorst, 1829)",has parasite,6058,
S494710040,,"Habrobracon hebetor (Say, 1836)",has parasite,7296,
S494710040,,"Venturia canescens (Gravenhorst, 1829)",has parasite,6058,
S494720440,,Acacia seyal Delile,has host,585,
S494720440,,Prunus amygdalus Stokes,has host,88,
S494720440,,Vachellia tortilis (Forssk.) Galasso & Banfi,has host,2878,
S494740020,,Annona reticulata L. (1753),has host,1515,
S494740020,,"Camptothlipsis curticornis Granger, 1949",has parasite,9958,
S494740020,,Chelonus sp. ,has parasite,9958,
S494740140,,Asimina triloba (L.) Dunal,has host,6857,
S494740150,,Pulicaria undulata (L.) Kostel,has host,88,
S494770001,,Arachis hypogaea L.,has host,8194,
S494770001,,Chamaecytisus prolifer (L.) Link,has host,8194,
S494770001,,Glycine sp. ,has host,8194,
S494770001,,Lathyrus oleraceus Lam.,has host,8194,
S494770001,,Lupinus nanus Benth.,has host,8194,
S494770001,,Medicago sativa L.,has host,8194,
S494770001,,Undefined polyphagous ,has host,8194,
S494770010,,Abrus precatorius L.,has host,135,
S494770010,,"Bracon cajani Muesebeck, 1955",has parasite,9958,
S494770010,,"Bracon hebetor (Say, 1836)",has parasite,9958,
S494770010,,Brexia madagascariensis (Lam.) Thouars ex Ker Gawl.,has host,1211,
S494770010,,Cajanus cajan (L.) Millsp.,has host,7505,
S494770010,,Cajanus cajan (L.) Millsp.,has host,8140,
S494770010,,Capparis sepiaria L.,has host,1211,
S494770010,,Crotalaria sp. ,has host,7505,
S494770010,,Crotalaria sp. ,has host,9957,
S494770010,,"Crotalaria tanety Du Puy, Labat & H. E. Ireland",has host,4395,
S494770010,,Lablab purpureus (L.) Sweet,has host,7505,
S494770010,,Lupinus sp. ,has host,7505,
S494770010,,Pristomerus sp. ,has parasite,9957,
S494770010,,Raphia sp. ,has host,1211,
S494770010,,"Trathala flavoorbitalis (Cameron, 1907)",has parasite,6058,
S494810010,,Khaya grandifoliola C. DC.,has host,3255,
S494810010,,Khaya ivorensis A. Chev.,has host,3255,
S494850072,,Camellia sinensis (L.) Kuntze,has host,7505,
S494850072,,Coffea robusta Linden,has host,7505,
S494850072,,Cola sp. ,has host,262,
S494850072,,Colutea sp. ,has host,262,
S494850120,,Antrocephalus crassipes Masi,has parasite,5637,
S494850120,,Kriechbaumerella magretti (Kirby),has parasite,5637,
S494850120,,Pouteria campechiana (H.B.K.) Baechni,has host,873,
S494850120,,Solanum aethiopicum L.,has host,7505,
S494850120,,Solanum melongena L.,has host,5637,
S494850120,,Solanum sp. ,has host,7505,
S494870030,,Ceratonia siliqua L.,has host,2467,
S494870030,,Citrus sp. ,has host,2467,
S494940010,,Maytenus sp. ,has host,2773,
S494940100,,Cassine aethiopica Thunbg.,has host,2233,
S494940100,,Gymnosporia buxifolia (L.) Szyszl.,has host,2233,
S494940100,,Gymnosporia sp. ,has host,10384,
S494940100,,Piliostigma thonningii (Schum.),has host,7505,
S494960020,,Salicornia perennans Willd.,has host,9477,
S495030160,,Undefined polyphagous ,has host,3574,
S495060020,,Catha edulis (Vahl) Forssk. ex Endl.,has host,3577,
S495060020,,Catha edulis (Vahl) Forssk. ex Endl.,has host,10384,
S495060020,,Celastrus paniculatus Willd.,has host,10384,
S495060020,,Gymnosporia senegalensis (Lam.) Loes.,has host,10384,
S495060020,,Olea europaea L.,has host,10384,
S495060020,,Olea sp. ,has host,3574,
S495060020,,Olea sp. ,has host,3577,
S495060020,,Siphonodon australis Benth.,has host,7858,
S495070005,,Khaya anthotheca (Welw.) C. DC.,has host,4069,
S495070005,,Khaya senegalensis (Desr.) A. Juss.,has host,4069,
S495070005,,Khaya sp. ,has host,7505,
S495070005,,Swietenia mahagoni (L.) Jacq.,has host,7505,
S495070020,,Carapa grandiflora Sprague,has host,3254,
S495070020,,Carapa procera DC.,has host,3254,
S495070020,,Casuarina sp. ,has host,4145,
S495070020,,Cedrela sp. ,has host,4145,
S495070020,,Entandrophragma angolense (Welw.) C. DC.,has host,3254,
S495070020,,Entandrophragma candollei Harms,has host,3254,
S495070020,,Entandrophragma cylindricum Sprague,has host,3254,
S495070020,,Entandrophragma excelsum (Dawe & Sprague) Sprague,has host,7505,
S495070020,,Entandrophragma utile (Dawe & Sprague) Sprague,has host,7505,
S495070020,,Khaya anthotheca (Welw.) C. DC.,has host,3254,
S495070020,,Khaya anthotheca (Welw.) C. DC.,has host,7505,
S495070020,,Khaya grandifoliola C. DC.,has host,3254,
S495070020,,Khaya grandifoliola C. DC.,has host,7505,
S495070020,,Khaya senegalensis (Desr.) A. Juss.,has host,3254,
S495070020,,Khaya senegalensis (Desr.) A. Juss.,has host,7505,
S495070020,,Khaya sp. ,has host,3254,
S495070020,,Lovoa brownii Sprague,has host,7505,
S495070020,,Lovoa trichilioides Harms,has host,3254,
S495070020,,Pseudocedrela kotschyi (Schweinf.) Harms,has host,3254,
S495070020,,Swietenia macrophylla King,has host,3254,
S495070020,,Swietenia macrophylla King,has host,7505,
S495070020,,Toona ciliata M. Roem.,has host,3255,
S495110010,,Astragalus monspessulanus L.,has host,1285,
S495110010,,Lotus corniculatus L.,has host,1285,
S495175010,,Rhynchosia viscosa (Roth.) DC.,has host,8233,
S495290010,,Undefined Decaying animal matter ,has host,1429,
S495290010,,Undefined Decaying animal matter ,has host,5020,
S495290010,,Undefined Decaying animal matter ,has host,5021,
S495330010,,Cordia sp. ,has host,7505,
S495330010,,Kigelia aethiopica Decne.,has host,7505,
S495330010,,Kigelia africana (Lam.) Benth.,has host,4070,
S495330040,,Cedrela sp. ,has host,873,
S495330040,,Ficus sp. ,has host,7505,
S495330040,,Gossypium sp. ,has host,160,
S495330040,,Gossypium sp. ,has host,8194,
S495330040,,Khaya nyassica ,has host,873,
S495330040,,Kigelia aethiopica Decne.,has host,7505,
S495330040,,Kigelia sp. ,has host,3017,
S495330040,,Parinari sp. ,has host,873,
S495330040,,Phaseolus sp. ,has host,873,
S495330040,,Physostigma sp. ,has host,873,
S495330040,,Swietenia macrophylla King,has host,8195,
S495330040,,Theobroma cacao L.,has host,160,
S495330040,,Theobroma cacao L.,has host,4594,
S495330040,,Zea mays L.,has host,160,
S495330040,,Zea mays L.,has host,5078,
S495330040,,Zea mays L.,has host,8194,
S495330050,,Citrus limon (L.) Burm.f.,has host,3256,
S495330050,,Citrus sp. ,has host,3256,
S495330050,,Citrus × grandis (L.) Osbeck,has host,3256,
S495330050,,Manilkara zapota (L.) P. Royen,has host,3024,
S495330050,,Samanea saman (Jacq.) Merr.,has host,7,
S495390030,,Euphorbia x bothae Lotsy & Goddijn,has host,3679,
S495410085,,Vitellaria paradoxa Kotschy,has host,88,
S495440010,,Vachellia karroo (Hayne) Banfi & Galasso,has host,5183,
S495475010,,Gossypium sp. ,has host,6857,
S495530130,,Sorghum sp. ,has host,4147,
S495530200,,Annona squamosa L.,has host,3066,
S495600005,,Solanum melongena L.,has host,9907,
S495600005,,Solanum torvum Sweet,has host,9907,
S495600010,,Sarcopoterium spinosum (L.) Spach,has host,3143,
S495600210,,Drino sp. ,has parasite,9957,
S495600210,,"Macrocentrus argyroploceus Fischer, 1964",has parasite,9957,
S495600210,,Perilampus sp. ,has parasite,9957,
S495600210,,Ricinus communis L.,has host,3024,
S495600210,,Ricinus communis L.,has host,9957,
S495600210,,Undefined polyphagous ,has host,8194,
S495600390,,Ficus sp. ,has host,2939,
S495620040,,Anthemis sp. ,has host,4125,
S495620040,,Callistephus chinensis (L.) Nees,has host,2467,
S495620040,,Jacobaea vulgaris Gaertn.,has host,2467,
S495690010,,Pinus palustris Mill.,has host,4069,
S495690010,,Pinus palustris Mill.,has host,7505,
S495690010,,"Undefined Stored products (grain, rice...) ",has host,10384,
S495690010,,"Venturia canescens (Gravenhorst, 1829)",has parasite,6058,
S495700030,,Eriobotrya japonica (Thunb.) Lindl.,has host,7505,
S495750010,,Acacia seyal Delile,has host,585,
S495750010,,Acacia sp. ,has host,2878,
S495780020,,Corchorus olitorius L.,has host,88,
S495825010,,Vachellia karroo (Hayne) Banfi & Galasso,has host,5183,
S495870010,,Calligonum comosum L'Herit.,has host,9427,
S496030010,,Annona squamosa L.,has host,1423,
S496030010,,Cannabis sativa L.,has host,1515,
S496050060,,Tamarix sp. ,has host,5948,
S496070030,,Caesalpinia sp. ,has host,8194,
S496070030,,Cassia fistula L.,has host,8194,
S496070030,,Cassia sp. ,has host,4154,
S496070030,,Cassia tora L.,has host,3577,
S496070030,,Semecarpus anacardium L.,has host,8194,
S496070030,,Senna alata (L.) Roxb.,has host,8194,
S496070030,,Senna bicapsularis (L.) Roxb.,has host,8194,
S496070030,,Senna hirsuta (L.) H.S. Irwin & Barneby,has host,8194,
S496070030,,Senna obtusifolia (L.) H. S. Irwin & Barneby,has host,8194,
S496070030,,Senna occidentalis (L.) Link,has host,3577,
S496070030,,Senna siamea (Lam.) H.S. Irwin & Barneby,has host,8194,
S496070030,,Senna tora (L.) Roxb.,has host,8194,
S496080010,,Vachellia tortilis (Forssk.) Galasso & Banfi,has host,4150,
S496080040,,Acacia sp. ,has host,3279,
S496080040,,Vachellia karroo (Hayne) Banfi & Galasso,has host,10384,
S496080070,,Peltophorum africanum Sond.,has host,4599,
S496080080,,Vachellia karroo (Hayne) Banfi & Galasso,has host,4600,
S496080090,,Vachellia erioloba (E. Mey.) P.J.H. Hurter,has host,1085,
S496100010,,Medicago falcata L.,has host,7672,
S500080040,,Undefined Lichens ,has host,433,
S500080050,,Undefined Lichens ,has host,433,
S500510580,,Undefined Grasses ,has host,10384,
S500525070,,Undefined Grasses ,has host,10384,
S500810130,,Cenchrus purpureus (Schumach.) Morrone,has host,10336,
S500810130,,Cyperus rotundus L.,has host,10336,
S500810130,,Hyparrhenia rufa (Nees) Stapf,has host,10336,
S500810130,,Panicum maximum Jacq.,has host,10336,
S500810130,,Panicum sp. ,has host,7505,
S500810130,,Pennisetum sp. ,has host,7505,
S500810130,,Saccharum officinarum L.,has host,10336,
S500810130,,Sorghum bicolor subsp. verticilliflorum (Steud.) de Wet ex Wiersema & J.Dahlb.,has host,10336,
S500810130,,Sorghum sp. ,has host,1715,
S500810130,,Sorghum sp. ,has host,7505,
S500810130,,Undefined Grasses ,has host,731,
S500810130,,Zea mays L.,has host,731,
S500810130,,Zea mays L.,has host,7505,
S500810130,,Zea mays L.,has host,10336,
S500810140,,Cenchrus americanus (L.) Morrone,has host,7505,
S500810140,,Cotesia sesamiae (Cameron),has parasite,6968,
S500810140,,Dentichasmias busseolae Heinrich,has parasite,6968,
S500810140,,Goniozus natalensis Gordh.,has parasite,3287,
S500810140,,Oryza sativa L.,has host,6968,
S500810140,,Panicum maximum Jacq.,has host,7505,
S500810140,,Panicum maximum Jacq.,has host,10336,
S500810140,,Pediobius furvus (Gahan),has parasite,6968,
S500810140,,Procerochasmias nicromaculatus (Cameron),has parasite,6968,
S500810140,,Saccharum officinarum L.,has host,6968,
S500810140,,Saccharum officinarum L.,has host,10336,
S500810140,,Sorghum bicolor subsp. verticilliflorum (Steud.) de Wet ex Wiersema & J.Dahlb.,has host,10336,
S500810140,,Sorghum sp. ,has host,1085,
S500810140,,Sorghum sp. ,has host,4540,
S500810140,,Sorghum sp. ,has host,7505,
S500810140,,"Trathala flavoorbitalis (Cameron, 1907)",has parasite,6058,
S500810140,,"Tropobracon comorensis van Achterberg, 1993",has parasite,9958,
S500810140,,Undefined Grasses ,has host,6968,
S500810140,,"Xanthopimpla stemmator (Thunberg, 1824)",has parasite,6058,
S500810140,,Zea mays L.,has host,3269,
S500810140,,Zea mays L.,has host,6968,
S500810140,,Zea mays L.,has host,7505,
S500810140,,Zea mays L.,has host,10336,
S500810190,,"Alabagrus stigma (Brullé, 1846)",has parasite,9958,
S500810190,,Andropogon muricatus Retz.,has host,1441,
S500810190,,Cotesia flavipes Cameron,has parasite,9957,
S500810190,,Cotesia sesamiae (Cameron),has parasite,6968,
S500810190,,Cotesia sesamiae (Cameron),has parasite,9958,
S500810190,,Diatraeophaga striatalis Towns,has parasite,9957,
S500810190,,"Enicospilus mauritii (Saussure, 1892)",has parasite,4335,
S500810190,,"Enicospilus rufus (Brullé, 1846)",has parasite,4335,
S500810190,,Goniozus indicus Ashmead,has parasite,6968,
S500810190,,Ipomoea batatas (L.) Lam.,has host,9957,
S500810190,,"Netelia melanopus (Brullé, 1846)",has parasite,4335,
S500810190,,Panicum maximum Jacq.,has host,1441,
S500810190,,Saccharum officinarum L.,has host,1441,
S500810190,,Saccharum officinarum L.,has host,1472,
S500810190,,Saccharum officinarum L.,has host,9957,
S500810190,,Saccharum robustum Brandes & Jew. ex Grassl.,has host,1515,
S500810190,,Saccharum spontaneum L.,has host,1515,
S500810190,,"Stenobracon unifasciatus (Brullé, 1846)",has parasite,9958,
S500810190,,"Trichogramma australicum Girault, 1912",has parasite,9957,
S500810190,,Trichogramma bournieri Pintureau & Baboult,has parasite,6968,
S500810190,,"Trichogramma fasciatum (Perkins, 1912)",has parasite,9957,
S500810190,,"Trichospilus diatraeae Cherian & Margabandhu, 1942",has parasite,9957,
S500810190,,"Xanthopimpla stemmator (Thunberg, 1824)",has parasite,6058,
S500810190,,"Xanthopimpla stemmator (Thunberg, 1824)",has parasite,6968,
S500810190,,Zea mays L.,has host,1441,
S500810210,,"Trathala flavoorbitalis (Cameron, 1907)",has parasite,6058,
S500810210,,"Xanthopimpla stemmator (Thunberg, 1824)",has parasite,6058,
