taxonID,relatedTaxonID,relatedTaxonScientificName,type,referenceID,remarks
S570820010,,Aberia sp. ,has host,873,
S570820020,,Hermannia sp. ,has host,873,
S570910010,,Oldenlandia sp. ,has host,7274,
S570910050,,Galium sp. ,has host,4699,
S570910050,,Oldenlandia affinis (Roem. & Schult.) DC.,has host,2804,
S570910050,,Oldenlandia schimperi (C.Presl) T.Anderson,has host,403,
S570910050,,Oldenlandia sp. ,has host,7506,
S571010010,,Mangifera sp. ,has host,873,
S571010010,,Mangifera sp. ,has host,7506,
S571010010,,Sclerocarya caffra Sond.,has host,7506,
S571010010,,Sclerocarya caffra Sond.,has host,7750,
S571010010,,Sclerocarya sp. ,has host,873,
S571550010,,Celtis zenkeri Engl.,has host,5056,
S571550010,,Chaetachme aristata Planch.,has host,5056,
S571550010,,Dichapetalum madagascariense Poir.,has host,5056,
S571550010,,Jasminum dichotomum Vahl.,has host,2804,
S571550010,,Markhamia lutea (Benth.) K. Schum.,has host,554,
S571550010,,Markhamia lutea (Benth.) K. Schum.,has host,7506,
S571550010,,Markhamia napoleoni ,has host,4699,
S571550010,,Markhamia sp. ,has host,3017,
S571550010,,Newbouldia imperialis ,has host,4699,
S571550010,,Newbouldia laevis (P.Beauv.) Seemann ex Bureau,has host,2804,
S571550010,,Newbouldia sp. ,has host,3017,
S571550010,,Spathodea campanulata Beauv.,has host,5056,
S571550010,,Spathodea sp. ,has host,873,
S571550010,,Spathodea sp. ,has host,7506,
S571550010,,Vitex doniana Sweet,has host,5056,
S571590010,,Celtis zenkeri Engl.,has host,2804,
S571590010,,Trema guineensis (Schum. & Thonn.) Ficalho,has host,2804,
S571600020,,Erythrina abyssinica Lam. ex DC.,has host,4699,
S571600020,,Erythrina excelsa Baker,has host,554,
S571600020,,Sclerocarya caffra Sond.,has host,4699,
S571600020,,Sclerocarya caffra Sond.,has host,7506,
S571620010,,Eriosema sp. ,has host,2025,
S571620010,,Eriosema sp. ,has host,7506,
S571620010,,Morus sp. ,has host,873,
S571620010,,Morus sp. ,has host,7506,
S571630010,,Hyparrhenia subplumosa Stapf.,has host,2804,
S571630010,,Undefined Grasses ,has host,7506,
S571640010,,Thespesia garckeana F. Hoffm.,has host,2025,
S571640010,,Thespesia sp. ,has host,7506,
S571650010,,Adansonia sp. ,has host,7506,
S571650010,,Carissa macrocarpa A. DC.,has host,554,
S571650010,,Carissa sp. ,has host,873,
S571650010,,Carissa sp. ,has host,7506,
S571650010,,Dombeya cymosa Harv.,has host,554,
S571650010,,Dombeya cymosa Harv.,has host,2025,
S571650010,,Dombeya rotundifolia (Hochst.) Harv.,has host,554,
S571650010,,Dombeya rotundifolia (Hochst.) Harv.,has host,2025,
S571650010,,Dombeya sp. ,has host,873,
S571650010,,Ficus gnaphalocarpa (Miq.) Steud. ex A. Rich.,has host,4893,
S571650010,,Ficus sp. ,has host,4699,
S571650010,,Grewia bicolor Juss.,has host,554,
S571650010,,Grewia occidentalis L.,has host,1080,
S571650010,,Grewia sp. ,has host,873,
S571650010,,Hibiscus micranthus L.f.,has host,554,
S571650010,,Hibiscus panduriformis Burm. f.,has host,2025,
S571650010,,Hibiscus sp. ,has host,873,
S571650010,,Hibiscus tiliaceus L.,has host,4282,
S571650010,,Millettia aboensis (Hook.f.) Baker,has host,4699,
S571650010,,Undefined polyphagous ,has host,7524,
S571700010,,Afzelia africana Sm.,has host,5056,
S571700010,,Cassia javanica L.,has host,5056,
S571700010,,Erythrophleum suaveolens (Guill. & Perr.) Brenan,has host,2804,
S571700040,,Brachystegia randii Baker f.,has host,2025,
S571700040,,Brachystegia sp. ,has host,7506,
S571700040,,Brachystegia spiciformis Benth.,has host,4699,
S571700080,,Blighia sapida Konig,has host,2804,
S571700080,,Bridelia ferruginea Benth.,has host,2804,
S571700080,,Cassia javanica L.,has host,2804,
S571700080,,Erythrophleum suaveolens (Guill. & Perr.) Brenan,has host,2804,
S571700080,,Julbernardia globiflora (Benth.) Troupin,has host,4699,
S571700080,,Julbernardia sp. ,has host,7506,
S571700080,,Maesopsis eminii Engl.,has host,986,
S571700080,,Maesopsis eminii Engl.,has host,7506,
S571700100,,Cassia javanica L.,has host,7749,
S571700100,,Erythrophleum suaveolens (Guill. & Perr.) Brenan,has host,7749,
S571720010,,Dialium guineense Willd.,has host,2804,
S571720080,,Anthonotha macrophylla P. Beauv.,has host,4699,
S571720090,,Ochna sp. ,has host,873,
S571740010,,Alchornea cordifolia (Schumach. & Thonn.) Müll. Arg.,has host,4699,
S571740010,,Alchornea cordifolia (Schumach. & Thonn.) Müll. Arg.,has host,7506,
S571740010,,Anthonotha macrophylla P. Beauv.,has host,4699,
S571740010,,Anthonotha macrophylla P. Beauv.,has host,7506,
S571740010,,Baphia pubescens Hook f.,has host,2804,
S571740010,,Lonchocarpus cyanescens (Schumach.) Benth.,has host,5056,
S571740010,,Millettia zechiana Harms,has host,5056,
S571740020,,Lonchocarpus cyanescens (Schumach.) Benth.,has host,2804,
S571740020,,Millettia sp. ,has host,4699,
S571740020,,Millettia zechiana Harms,has host,2804,
S571740020,,Mundulea sp. ,has host,4699,
S571740020,,Ostryoderris stuhlmanni (Taub.) Harms.,has host,4699,
S571740020,,Pterocarpus delevoyi De Wild.,has host,4699,
S571740020,,Pterocarpus erinaceus Poir.,has host,2804,
S571740030,,Craibia sp. ,has host,873,
S571740030,,Lonchocarpus sutherlandii (Harv.) Dunn.,has host,2025,
S571740030,,Millettia sp. ,has host,873,
S571740030,,Mundulea sp. ,has host,873,
S571740030,,Ostryoderris sp. ,has host,873,
S571740030,,Pterocarpus angolensis DC.,has host,7750,
S571740030,,Pterocarpus sp. ,has host,873,
S571740040,,Craibia sp. ,has host,7506,
S571740040,,Millettia sp. ,has host,7506,
S571740040,,Mundulea sp. ,has host,7506,
S571740040,,Pterocarpus angolensis DC.,has host,7506,
S571740040,,Xeroderris stuhlmannii (Taub.) Mendonca & Sousa,has host,7506,
S571740050,,Baphia pubescens Hook f.,has host,2804,
S571740050,,Lonchocarpus cyanescens (Schumach.) Benth.,has host,2804,
S571740050,,Millettia zechiana Harms,has host,2804,
S571780010,,Albizia sp. ,has host,554,
S571780010,,Albizia zygia (DC.) Macbr.,has host,5056,
S571780010,,Chaetachme aristata Planch.,has host,5056,
S571780010,,Detarium senegalense J. F. Gmel.,has host,5056,
S571780100,,Thespesia sp. ,has host,7506,
S571780130,,Bombax buonopozense P. Beauv.,has host,2804,
S571780130,,Ceiba pentandra (L.) Gaertn.,has host,5056,
S571780130,,Cola acuminata Schott & Endl.,has host,4593,
S571780130,,Cola gigantea A. Chev.,has host,5056,
S571780130,,Cola laurifolia Mast.,has host,2804,
S571780130,,Cola millenii K. Schum.,has host,2804,
S571780130,,Cola nitida (Vent.) Schott. & Endl.,has host,4593,
S571780130,,Grewia carpinifolia Juss.,has host,5056,
S571780130,,Triplochiton scleroxylon K. Schum.,has host,2804,
S571780140,,Monotes kerstingii Gilg,has host,2804,
S571780140,,Morus sp. ,has host,873,
S571780140,,Morus sp. ,has host,7506,
S571780140,,Parinari curatellifolia Planch. ex Benth.,has host,2025,
S571780140,,Parinari sp. ,has host,873,
S571780140,,Parinari sp. ,has host,7506,
S571780170,,Cordia senegalensis Juss. ex Poir.,has host,5056,
S571780240,,Hymenostegia afzelii (Oliv.) Harms,has host,5056,
S571780250,,Celtis sp. ,has host,4699,
S571780250,,Celtis sp. ,has host,7506,
S571780250,,Cordia caffra Sond.,has host,1766,
S571780250,,Cordia caffra Sond.,has host,2025,
S571780250,,Cordia sp. ,has host,4699,
S571780250,,Cordia sp. ,has host,7506,
S571780250,,Ehretia sp. ,has host,873,
S571780280,,Bridelia micrantha (Hochst.) Baill.,has host,554,
S571780280,,Bridelia micrantha (Hochst.) Baill.,has host,7506,
S571780280,,Bridelia sp. ,has host,3351,
S571780300,,Adansonia digitata L.,has host,2804,
S571780420,,Celtis sp. ,has host,7318,
S571780420,,Cordia sp. ,has host,7318,
S571780420,,Ehretia sp. ,has host,7318,
S571790010,,Baphia racemosa (Hochst.) Baker,has host,2025,
S571790010,,Baphia sp. ,has host,4699,
S571800100,,Ficus sp. ,has host,1211,
S571800120,,Ficus capensis Thunb.,has host,5056,
S571800120,,Ficus gnaphalocarpa (Miq.) Steud. ex A. Rich.,has host,4893,
S571800120,,Ficus platyphylla Delile,has host,5056,
S571800120,,Ficus vallis-choudae Del.,has host,5056,
S571800130,,Celtis sp. ,has host,554,
S571800130,,Ficus asperifolia Miq.,has host,2804,
S571800130,,Ficus capensis Thunb.,has host,5056,
S571800130,,Ficus exasperata Vahl,has host,5056,
S571800130,,Ficus leprieurii Miq.,has host,2804,
S571800130,,Ficus lutea Vahl,has host,5056,
S571800130,,Ficus macrosperma Mildbr. & Burret,has host,2804,
S571800130,,Ficus mucuso Welw. ex Ficalho,has host,2804,
S571800130,,Ficus natalensis Hochst.,has host,5055,
S571800130,,Ficus ottoniifolia Miq.,has host,5056,
S571800130,,Ficus platyphylla Delile,has host,2804,
S571800130,,Ficus recurvata De Wild.,has host,5056,
S571800130,,Ficus thonningii Blume,has host,5056,
S571800130,,Ficus umbellata Vahl,has host,2804,
S571800130,,Holoptelea grandis (Hutch.) Mildbr.,has host,5056,
S571800130,,Loranthus sp. ,has host,554,
S571800130,,Milicia excelsa (Welw.) C.C. Berg,has host,5056,
S571800130,,Morus mesozygia Stapf,has host,5056,
S571800130,,Musanga cecropioides R.Br. & Tedlie,has host,5056,
S571800130,,Sparmannia sp. ,has host,3351,
S571800130,,Sterculia tragacantha Lindl.,has host,2804,
S571800130,,Trilepisium madagascariense DC.,has host,5056,
S571800130,,Urera camerunensis ,has host,5055,
S571800140,,Alchornea cordifolia (Schumach. & Thonn.) Müll. Arg.,has host,4699,
S571800140,,Alchornea cordifolia (Schumach. & Thonn.) Müll. Arg.,has host,7506,
S571800140,,Celtis kraussiana Benth.,has host,2025,
S571800140,,Celtis sp. ,has host,7750,
S571800140,,Chaetachme aristata Planch.,has host,1766,
S571800140,,Chaetachme sp. ,has host,4069,
S571800140,,Chlorophora sp. ,has host,7506,
S571800140,,Ficus ingens Miq.,has host,2785,
S571800140,,Ficus natalensis Hochst.,has host,10308,
S571800140,,Ficus petersii Warb.,has host,2025,
S571800140,,Ficus sp. ,has host,873,
S571800140,,Ficus sp. ,has host,7506,
S571800140,,Loranthus sp. ,has host,873,
S571800140,,Loranthus sp. ,has host,7506,
S571800140,,Milicia excelsa (Welw.) C.C. Berg,has host,4069,
S571800140,,Morus sp. ,has host,2025,
S571800140,,Morus sp. ,has host,7506,
S571800140,,Psychotria sp. ,has host,7506,
S571800140,,Trema bracteolata Blume,has host,2025,
S571800140,,Trema sp. ,has host,4069,
S571810010,,Afrormosia laxiflora (Benth. & Bak.) Harms.,has host,2804,
S571810010,,Hymenostegia afzelii (Oliv.) Harms,has host,5056,
S571810010,,Pterocarpus erinaceus Poir.,has host,5056,
S571810010,,Vitex doniana Sweet,has host,5056,
S571820010,,Millettia aboensis (Hook.f.) Baker,has host,4699,
S571820010,,Millettia sp. ,has host,5055,
S571820010,,Spondias mombin L.,has host,4699,
S571820010,,Xylopia aethiopica (Dunal) A.Rich.,has host,5055,
S571830150,,Urena lobata L.,has host,4699,
S572010010,,Asystasia gangetica (L.) T. Anderson,has host,5056,
S572010010,,Atropa sp. ,has host,554,
S572010010,,Bignonia sp. ,has host,7506,
S572010010,,Brugmansia suaveolens Willd.,has host,615,
S572010010,,Brugmansia x candida ,has host,5286,
S572010010,,Clerodendrum paniculatum L.,has host,4699,
S572010010,,Clerodendrum paniculatum L.,has host,5056,
S572010010,,Clerodendrum sp. ,has host,7506,
S572010010,,Clerodendrum splendens G. Don,has host,3473,
S572010010,,Clerodendrum thomsoniae Balf.,has host,135,
S572010010,,Coleus sp. ,has host,5286,
S572010010,,Cordia subcordata Lam.,has host,5284,
S572010010,,Cussonia barteri Seeman,has host,5056,
S572010010,,Dahlia sp. ,has host,554,
S572010010,,Datura metel L.,has host,5286,
S572010010,,Datura sp. ,has host,2025,
S572010010,,Datura sp. ,has host,3351,
S572010010,,Datura sp. ,has host,7506,
S572010010,,Datura sp. ,has host,8133,
S572010010,,Daucus carota L.,has host,9957,
S572010010,,Duranta erecta L.,has host,1515,
S572010010,,Duranta erecta L.,has host,2804,
S572010010,,Duranta sp. ,has host,7506,
S572010010,,Euonymus sp. ,has host,554,
S572010010,,Fraxinus sp. ,has host,554,
S572010010,,Gossypium sp. ,has host,7506,
S572010010,,Hoslundia opposita Vahl,has host,5056,
S572010010,,Hoslundia sp. ,has host,7506,
S572010010,,Ipomoea batatas (L.) Lam.,has host,7506,
S572010010,,Jasminum dichotomum Vahl.,has host,5056,
S572010010,,Jasminum pubigerum D. Don.,has host,4282,
S572010010,,Jasminum sambac (L.) Aiton,has host,10308,
S572010010,,Jasminum sp. ,has host,47,
S572010010,,Jasminum sp. ,has host,10118,
S572010010,,Laggera alata Nanth.,has host,5056,
S572010010,,Lantana camara L.,has host,2025,
S572010010,,Lantana camara L.,has host,3473,
S572010010,,Lantana sp. ,has host,7506,
S572010010,,Lantana sp. ,has host,9687,
S572010010,,Ligustrum sp. ,has host,7506,
S572010010,,Lycium oxycarpum Dunal,has host,7506,
S572010010,,Merremia peltata (L.) Merr.,has host,5286,
S572010010,,Millingtonia hortensis L. f.,has host,7274,
S572010010,,Millingtonia sp. ,has host,3017,
S572010010,,Momordica charantia L.,has host,135,
S572010010,,Neuropeltis acuminata (P. Beauv.) Benth.,has host,5055,
S572010010,,Nicotiana glauca Graham,has host,7506,
S572010010,,Nicotiana sp. ,has host,8131,
S572010010,,Olea sp. ,has host,7506,
S572010010,,Physalis angulata L.,has host,2804,
S572010010,,Physalis sp. ,has host,2804,
S572010010,,Physalis sp. ,has host,7506,
S572010010,,Podranea brycei (N.E.Br.) Sprague,has host,3017,
S572010010,,Podranea brycei (N.E.Br.) Sprague,has host,7506,
S572010010,,Pogostemon cablin Benth.,has host,7506,
S572010010,,Salvia sp. ,has host,7506,
S572010010,,Sambucus sp. ,has host,554,
S572010010,,Schrebera alata (Hochst.) Welw.,has host,7506,
S572010010,,Sesamum indicum L.,has host,7506,
S572010010,,Sesamum radiatum Schumach. & Thonn.,has host,5056,
S572010010,,Solanum giganteum Jacq.,has host,554,
S572010010,,Solanum jacquini Willd.,has host,615,
S572010010,,Solanum jasminoides Paxton,has host,3279,
S572010010,,Solanum lycopersicum L.,has host,554,
S572010010,,Solanum lycopersicum L.,has host,2025,
S572010010,,Solanum lycopersicum L.,has host,8133,
S572010010,,Solanum macrocarpon L.,has host,3435,
S572010010,,Solanum melongena L.,has host,5056,
S572010010,,Solanum melongena L.,has host,5637,
S572010010,,Solanum sp. ,has host,7506,
S572010010,,Solanum torvum Sweet,has host,3473,
S572010010,,Solanum torvum Sweet,has host,5056,
S572010010,,Solanum tuberosum L.,has host,2025,
S572010010,,Solanum tuberosum L.,has host,4893,
S572010010,,Solanum tuberosum L.,has host,8133,
S572010010,,Solanum verbascifolium L.,has host,5056,
S572010010,,Spathodea campanulata subsp. nilotica (Seem.) Bidgood,has host,10118,
S572010010,,Spathodea sp. ,has host,3017,
S572010010,,Spathodea sp. ,has host,4282,
S572010010,,Spathodea sp. ,has host,7506,
S572010010,,Stachytarpheta cayennensis (L. C. Rich.) Schau.,has host,2804,
S572010010,,Sturmia atropivora R. D.,has parasite,1211,
S572010010,,Tabebuia pallida (Lindl.) Miers,has host,135,
S572010010,,Tecoma capensis (Thunb.) Lindl.,has host,2025,
S572010010,,Tecoma sp. ,has host,3017,
S572010010,,Tecoma sp. ,has host,7506,
S572010010,,Tecoma sp. ,has host,10308,
S572010010,,Tecomaria sp. ,has host,3017,
S572010010,,Tecomaria sp. ,has host,7506,
S572010010,,Tectona grandis L. f.,has host,2804,
S572010010,,Undefined polyphagous ,has host,7190,
S572010010,,Verbena sp. ,has host,7506,
S572010010,,Vitex doniana Sweet,has host,5056,
S572010010,,Vitex sp. ,has host,526,
S572010010,,Volkameria glabra (E.Mey.) Mabb. & Y.W.Yuan,has host,2025,
S572010010,,Volkameria inermis L.,has host,2804,
S572010010,,Withania sp. ,has host,7506,
S572010080,,Cucurbita sp. ,has host,7318,
S572010080,,Duranta sp. ,has host,3605,
S572010080,,Jasminum sp. ,has host,2368,
S572010080,,Lantana camara L.,has host,2368,
S572010080,,Lycium sp. ,has host,7318,
S572010080,,Solanum lycopersicum L.,has host,3605,
S572010080,,Solanum tuberosum L.,has host,3605,
S572010080,,Spathodea sp. ,has host,2368,
S572010080,,Tecoma stans (L.) Juss. ex Kunth,has host,2368,
S572010080,,Vitex agnus-castus L.,has host,2368,
S572010080,,Volkameria inermis L.,has host,2368,
S572010080,,Withania somnifera (L.) Dunal,has host,2323,
S572030010,,Ipomoea batatas (L.) Lam.,has host,10058,
S572030010,,Ipomoea purpurea (L.) Roth.,has host,10058,
S572030020,,Arachis sp. ,has host,7506,
S572030020,,Bambusa sp. ,has host,7506,
S572030020,,Basilicum polystachyon (L.) Moench.,has host,2804,
S572030020,,Calystegia sepium (L.) R. Br.,has host,6968,
S572030020,,Convolvulus arvensis L.,has host,1080,
S572030020,,Convolvulus arvensis L.,has host,6968,
S572030020,,Convolvulus major ,has host,1080,
S572030020,,Convolvulus sepium L.,has host,1080,
S572030020,,Convolvulus sp. ,has host,47,
S572030020,,Convolvulus sp. ,has host,983,
S572030020,,Convolvulus sp. ,has host,6793,
S572030020,,Convolvulus tricolor L.,has host,1080,
S572030020,,Dissotis rotundifolia (Sm.) Triana,has host,4699,
S572030020,,Dolichos sp. ,has host,7506,
S572030020,,"Drino atropivora (Robineau-Desvoidy, 1830)",has parasite,10737,
S572030020,,Helianthus sp. ,has host,7506,
S572030020,,Hoslundia opposita Vahl,has host,5056,
S572030020,,Impatiens noli-tangere L.,has host,1080,
S572030020,,Ipomoea aquatica Forsk.,has host,2804,
S572030020,,Ipomoea argentaurata Hallier f.,has host,2804,
S572030020,,Ipomoea asarifolia (Desr.) Roem. & Schult.,has host,5056,
S572030020,,Ipomoea batatas (L.) Lam.,has host,2025,
S572030020,,Ipomoea batatas (L.) Lam.,has host,3351,
S572030020,,Ipomoea batatas (L.) Lam.,has host,4893,
S572030020,,Ipomoea batatas (L.) Lam.,has host,5056,
S572030020,,Ipomoea batatas (L.) Lam.,has host,6857,
S572030020,,Ipomoea batatas (L.) Lam.,has host,10308,
S572030020,,Ipomoea cairica Sweet,has host,4699,
S572030020,,Ipomoea cairica Sweet,has host,5056,
S572030020,,Ipomoea cairica Sweet,has host,5286,
S572030020,,Ipomoea ficifolia Lindl.,has host,2025,
S572030020,,Ipomoea heterotricha F. Didr.,has host,2804,
S572030020,,Ipomoea involucrata P. Beauv.,has host,2804,
S572030020,,Ipomoea mauritiana Jacq.,has host,5286,
S572030020,,Ipomoea repens Lam.,has host,4893,
S572030020,,Ipomoea setifera Poir.,has host,2804,
S572030020,,Ipomoea sp. ,has host,526,
S572030020,,Ipomoea sp. ,has host,983,
S572030020,,Ipomoea sp. ,has host,7506,
S572030020,,Lactuca sativa L.,has host,1080,
S572030020,,Lepistemon owariense (P. Beauv.) Hallier f.,has host,5056,
S572030020,,Merremia hederacea (Burm.f.) Hallier f.,has host,5056,
S572030020,,Merremia tridentata (L.) Hallier,has host,2804,
S572030020,,Merremia umbellata (L.) Hallier f.,has host,1515,
S572030020,,Nauclea latifolia Sm.,has host,5056,
S572030020,,Newbouldia laevis (P.Beauv.) Seemann ex Bureau,has host,4699,
S572030020,,Newbouldia laevis (P.Beauv.) Seemann ex Bureau,has host,7506,
S572030020,,Newbouldia sp. ,has host,3017,
S572030020,,Ocimum basilicum L.,has host,2804,
S572030020,,Ocimum gratissimum L.,has host,2804,
S572030020,,Phaseolus sp. ,has host,7506,
S572030020,,Rumex sp. ,has host,873,
S572030020,,Stictocardia sp. ,has host,7506,
S572030020,,Tabebuia pallida (Lindl.) Miers,has host,135,
S572030020,,Urena lobata L.,has host,983,
S572030020,,Vitex doniana Sweet,has host,5056,
S572050020,,Acanthus pubescens (Thomson ex Oliv.) Engl.,has host,10308,
S572050020,,Acanthus sp. ,has host,7506,
S572050020,,Aeschynanthus longicaulis Wall. ex R. Br.,has host,3017,
S572050020,,Bignonia sp. ,has host,7506,
S572050020,,Buddleja sp. ,has host,7506,
S572050020,,Cissus sp. ,has host,7506,
S572050020,,Clerodendrum paniculatum L.,has host,4699,
S572050020,,Clerodendrum paniculatum L.,has host,5056,
S572050020,,Clerodendrum sp. ,has host,7506,
S572050020,,Clerodendrum splendens G. Don,has host,4699,
S572050020,,Coleus sp. ,has host,7506,
S572050020,,Convolvulus sp. ,has host,2025,
S572050020,,Convolvulus sp. ,has host,7506,
S572050020,,Cordia caffra Sond.,has host,2025,
S572050020,,Cordia sp. ,has host,7506,
S572050020,,Dahlia pinnata Cav.,has host,4282,
S572050020,,Dahlia sp. ,has host,7506,
S572050020,,Duranta erecta L.,has host,2804,
S572050020,,Duranta erecta L.,has host,4282,
S572050020,,Duranta sp. ,has host,1211,
S572050020,,Duranta sp. ,has host,7506,
S572050020,,Ehretia sp. ,has host,1211,
S572050020,,Fernandoa magnifica Seem.,has host,3017,
S572050020,,Fraxinus floribunda Wall.,has host,1515,
S572050020,,Gmelina arborea Roxb. ex Sm.,has host,4893,
S572050020,,Ipomoea sp. ,has host,7506,
S572050020,,Jasminum sp. ,has host,7506,
S572050020,,Jasminum sp. ,has host,10308,
S572050020,,Kigelia africana (Lam.) Benth.,has host,2804,
S572050020,,Lachnopylis sp. ,has host,7506,
S572050020,,Lantana africana L.,has host,2804,
S572050020,,Lantana camara L.,has host,1515,
S572050020,,Lantana camara L.,has host,2025,
S572050020,,Lantana camara L.,has host,4699,
S572050020,,Lantana sp. ,has host,7506,
S572050020,,Lycopersicon sp. ,has host,7506,
S572050020,,Markhamia lutea (Benth.) K. Schum.,has host,7506,
S572050020,,Millingtonia hortensis L. f.,has host,7506,
S572050020,,Newbouldia imperialis ,has host,3017,
S572050020,,Newbouldia imperialis ,has host,4699,
S572050020,,Nicotiana affinis Hort.,has host,2025,
S572050020,,Nicotiana sp. ,has host,1211,
S572050020,,Nicotiana sp. ,has host,7506,
S572050020,,Nuxia sp. ,has host,1211,
S572050020,,Pycnostachys sp. ,has host,7506,
S572050020,,Pycnostachys urticifolia Hook.,has host,2025,
S572050020,,Salvia sp. ,has host,7506,
S572050020,,Salvia splendens Sellow ex Schult.,has host,2025,
S572050020,,Solanum lycopersicum L.,has host,2025,
S572050020,,Solanum lycopersicum L.,has host,2804,
S572050020,,Solanum lycopersicum L.,has host,4699,
S572050020,,Solanum lycopersicum L.,has host,7126,
S572050020,,Solanum melongena L.,has host,2804,
S572050020,,Solanum melongena L.,has host,5637,
S572050020,,Solanum sodomeum L.,has host,2025,
S572050020,,Solanum sp. ,has host,7506,
S572050020,,Solanum sp. ,has host,7750,
S572050020,,Solanum terminale Forssk.,has host,5055,
S572050020,,Solanum torvum Sweet,has host,2804,
S572050020,,Solanum torvum Sweet,has host,4699,
S572050020,,Solanum verbascifolium L.,has host,2804,
S572050020,,Spathodea campanulata subsp. nilotica (Seem.) Bidgood,has host,10308,
S572050020,,Spathodea sp. ,has host,7506,
S572050020,,Stachytarpheta indica (L.) Vahl,has host,3017,
S572050020,,Tecoma capensis (Thunb.) Lindl.,has host,2025,
S572050020,,Tecoma sp. ,has host,7506,
S572050020,,Tecomaria sp. ,has host,7506,
S572050020,,Tectona grandis L. f.,has host,5056,
S572050020,,Veronica speciosa R. Cumm ex A. Cunn.,has host,3017,
S572050080,,Clerodendrum heterophyllum (Poir.) R.Br. Ait.,has host,9901,
S572050080,,Ricinus sp. ,has host,7506,
S572050080,,Solanum melongena L.,has host,898,
S572110010,,Barleria lupulina Lindl.,has host,10615,
S572110010,,Ligustrum lucidum Aiton,has host,10615,
S572110020,,Aspidostemon conoideus van der Werff,has host,10615,
S572110020,,Barleria lupulina Lindl.,has host,10615,
S572110020,,Clerodendrum kamhyoae Phillipson & L. Allorge,has host,10615,
S572110020,,Duranta erecta L.,has host,5508,
S572110020,,Ligustrum lucidum Aiton,has host,10615,
S572110020,,Miconia crenata (Vahl) Michelang.,has host,10615,
S572120010,,Annona muricata L.,has host,9713,
S572120010,,Annona senegalensis Pers.,has host,2755,
S572120010,,Annona senegalensis Pers.,has host,10441,
S572120010,,Annona sp. ,has host,7506,
S572120010,,Annona squamosa L.,has host,10438,
S572120010,,Cananga odorata (Lam.) Hook.f. & Thomson,has host,10438,
S572120010,,Hexalobus crispiflorus A. Rich.,has host,2804,
S572120010,,Michelia champaca L.,has host,7506,
S572120010,,Monanthotaxis caffra (Sond.) Verdc.,has host,10438,
S572120010,,Uvaria caffra E. Mey. ex. Sond.,has host,9713,
S572120010,,Uvaria caffra E. Mey. ex. Sond.,has host,10438,
S572120010,,Uvaria ovata (Dunal) A. D. C.,has host,2804,
S572120010,,Uvaria sp. ,has host,986,
S572120010,,Xylopia aethiopica (Dunal) A.Rich.,has host,5055,
S572120010,,Xylopia parviflora Spruce,has host,10438,
S572120010,,Xylopia sp. ,has host,554,
S572480020,,Olea chrysophylla Lam.,has host,2368,
S572500290,,Olea africana Mill.,has host,3856,
S572510030,,Acanthus arboreus Forsk.,has host,7506,
S572510030,,Acanthus pubescens (Thomson ex Oliv.) Engl.,has host,554,
S572530010,,Catophractes sp. ,has host,873,
S572570010,,Premna lucens A. Chev.,has host,5056,
S572570010,,Strophanthus sarmentosus DC.,has host,5056,
S572570060,,Brachystegia sp. ,has host,7506,
S572570060,,Brachystegia woodiana Harms,has host,7750,
S572570060,,Markhamia lutea (Benth.) K. Schum.,has host,7506,
S572570060,,Markhamia sp. ,has host,3017,
S572570060,,Olea africana Mill.,has host,1750,
S572570060,,Olea africana Mill.,has host,7506,
S572570060,,Spathodea campanulata subsp. nilotica (Seem.) Bidgood,has host,10308,
S572570060,,Spathodea sp. ,has host,3017,
S572570060,,Spathodea sp. ,has host,7506,
S572580010,,Bignonia sp. ,has host,873,
S572580010,,Tecoma capensis (Thunb.) Lindl.,has host,1766,
S572600010,,Millingtonia sp. ,has host,3017,
S572600020,,Vitex doniana Sweet,has host,2804,
S572610040,,Spathodea sp. ,has host,3017,
S572620010,,Clerodendrum sp. ,has host,873,
S572620010,,Clerodendrum sp. ,has host,7506,
S590020160,,Afrocanthium sp. ,has host,10384,
S590020290,,Afrocanthium mundianum (Cham. & Schltdl.) Lantz,has host,,
S590020290,,Kraussia floribunda Harv.,has host,10384,
S590024010,,Premna obtusifolia ,has host,5015,
S590024010,,Premna sp. ,has host,5015,
S590050020,,Coffea arabica L.,has host,5385,
S590050020,,Coffea sp. ,has host,4588,
S590050020,,Coffea sp. ,has host,10384,
S590050020,,Pavetta sp. ,has host,10384,
S590072030,,Bartiera rufa ,has host,1515,
S590072060,,Burttdavya nyasica Hoyle,has host,7506,
S590072060,,Coddia rudis (E. Mey. ex Harv.) Verdc.,has host,,
S590072060,,Duranta erecta L.,has host,7501,
S590072060,,Paraserianthes falcataria (L.) I. Nielsen,has host,2053,
S590072060,,Stachytarpheta urticifolia (Salisb.) Sims,has host,1515,
S590210005,,Mangifera indica L.,has host,873,
S590210005,,Terminalia catappa L.,has host,873,
S590210010,,Omphalea ankaranensis L. J. Gillespie,has host,10085,
S590210010,,Omphalea occidentalis Leandri,has host,10086,
S590210010,,Omphalea oppositifolia (Willd.) L.J.Gillespie,has host,10087,
S590210010,,Omphalea palmata Leandri,has host,10086,
S590220070,,Suregada boisviniana Baill.,has host,10086,
S600010010,,Undefined polyphagous ,has host,7322,
S600010020,,Undefined polyphagous ,has host,7322,
S600010030,,Undefined polyphagous ,has host,7322,
S600030230,,Undefined polyphagous ,has host,7322,
